id,price
0,1261.697602523336
1,6199.20451982791
2,1852.3590033550058
3,4788.105136741877
4,2190.0024027073464
5,15994.005787005986
6,542.4979204884339
7,1318.3717340188887
8,-152.35678391053884
9,13779.942390774699
10,-1489.7398874689948
11,857.4275822215842
12,2114.0536484884233
13,1844.3475932185104
14,1598.565069709803
15,4165.985412169079
16,1082.2006575249484
17,1594.1290557604893
18,3577.310074368288
19,2158.894722108496
20,6371.771117899047
21,9733.217000184573
22,4389.21067895427
23,14244.778930812181
24,-167.06550080683814
25,5807.692115659092
26,2271.729802742804
27,10319.585375889368
28,227.66111523128149
29,393.20164848193855
30,6304.952237942034
31,440.52710761238427
32,-706.1730125796048
33,1449.5428704862852
34,2299.767220818784
35,14933.820750087329
36,463.26534410905583
37,-860.47373210531
38,1950.4857583688236
39,2029.8483948900962
40,4187.0287945902855
41,6820.231684032229
42,6208.446546798443
43,3074.3904284282326
44,7137.412326775264
45,6959.399361971864
46,6608.4585922240585
47,2610.6450055521636
48,3349.0271816560758
49,4785.763029651354
50,-140.85210024851116
51,5879.6583639768905
52,357.4666918450821
53,9052.643994629763
54,530.532478522161
55,6962.907297366113
56,-1760.349887624613
57,-151.00717600125063
58,595.9582777704907
59,3230.9646513712637
60,1005.9092892667243
61,1225.756860709917
62,-1187.9010154253976
63,5340.125114285405
64,4060.925094513613
65,1188.9635132284675
66,-893.5400057960333
67,1007.2523224644174
68,610.1568585743614
69,-858.8097462122668
70,2460.562849269052
71,10126.86861777696
72,-856.8368367613012
73,1571.211559114888
74,4355.307104250651
75,1786.3747325008621
76,743.8059313378943
77,10182.358076232296
78,2778.772497032516
79,2611.8409857965894
80,525.1198522541814
81,3873.963075580871
82,9836.472635572542
83,-599.7672162523912
84,961.6404497811709
85,1394.253185955371
86,1906.8747521042667
87,614.7093047030874
88,3564.8555842636747
89,5801.626994403427
90,2672.0520874764843
91,1552.9125858866023
92,473.4044309785437
93,5932.08536755929
94,2280.9756876264923
95,164.18149304016347
96,20.619100323801717
97,8086.158097575606
98,598.6899890856431
99,5514.976585394948
100,5675.616606577374
101,9613.985229013291
102,5379.917018640788
103,11139.565127286996
104,13462.393990369
105,-1081.0525819322818
106,-617.4985730858065
107,-1003.9837026770664
108,5977.060702796076
109,2873.892758214698
110,4622.5411251814785
111,5435.139672699779
112,4170.363110117212
113,701.6269714768031
114,8517.181187725952
115,2191.4841382408526
116,1399.4818895739072
117,1162.9540781610453
118,2317.754352047746
119,2139.2362423386207
120,2841.1375108382363
121,1367.8444620846008
122,11965.880231175463
123,12916.788233329553
124,7617.832740236941
125,14.526892942514948
126,-373.2039448215932
127,561.0201230094463
128,5356.346483488971
129,-233.47803446864864
130,4676.570077473079
131,3498.208967129648
132,8961.769146555334
133,540.4066275800185
134,2928.7927434061294
135,1024.6087306886009
136,9786.27018669973
137,14597.214449803796
138,2230.8718810821324
139,5013.543730329377
140,3232.2163051794423
141,5050.873919147536
142,2003.7634785854507
143,9829.14848997253
144,5079.455258485308
145,489.35876507182047
146,849.4724529905969
147,2944.751744763961
148,1959.065213950408
149,2712.362073371419
150,6337.561352654971
151,5091.632110195229
152,3277.865588566339
153,1368.6721806287705
154,2006.6036102201674
155,-394.70311937750347
156,2079.9428554887672
157,2195.780377652631
158,700.3837487885132
159,2949.0450856504176
160,2358.391509985761
161,2951.347342105151
162,1901.3078001016036
163,1179.8816686075288
164,618.2137747938718
165,4560.697942580424
166,714.3739630534227
167,995.6066323870357
168,17203.888170077596
169,2807.566899796804
170,3822.982123000198
171,1007.5388649726806
172,-438.95441960110475
173,2383.1529430499636
174,8573.11145073934
175,5863.8971991212275
176,5133.1600023664505
177,6031.129019906868
178,5174.250437701672
179,2543.5454154823865
180,10453.622291385253
181,226.877822349651
182,9469.458250289044
183,1857.3493241179372
184,395.5259173989259
185,8372.87737918705
186,777.4199286750504
187,3704.18628957034
188,2535.368773252236
189,194.14044679791658
190,4489.531850772912
191,-395.7832127284816
192,3735.5874046404883
193,9635.062051377274
194,2105.287739491787
195,689.9860989118066
196,10540.007549157343
197,233.05747652700097
198,186.90263672350653
199,646.1179997139016
200,5139.40190212135
201,2795.1888311346465
202,1204.7893078175866
203,273.60016672709776
204,6399.484001348423
205,3131.0450295852756
206,13516.296753625644
207,14002.190106071756
208,4456.828401193323
209,389.205030102685
210,5973.8399727553915
211,2321.3265349832072
212,4374.3395263106595
213,4326.781859027635
214,58.6633963551391
215,7236.100450641126
216,1161.9649646561988
217,331.0384432481731
218,5087.0022566872685
219,-63.4595183624314
220,2144.234619581638
221,2206.1859475649812
222,2152.836336918133
223,10780.741547606687
224,1561.706518487626
225,1786.1458457053348
226,3410.4863926600474
227,5221.310355160998
228,1791.29074440558
229,6584.165665883982
230,9711.509661338667
231,3082.7912840145773
232,788.4046232625542
233,-426.0316122609058
234,1170.7663301463967
235,2005.405803134544
236,2194.518947369056
237,1118.9706427941644
238,-321.36356273412014
239,10112.750999604665
240,2656.8574502877473
241,4592.9491754324645
242,9698.402547535636
243,8049.601811480037
244,948.83909158143
245,3365.0081983832415
246,13470.462987039824
247,4883.974760414705
248,-829.5600935529269
249,1360.5079854221904
250,2696.9312440407384
251,-418.6378295733887
252,559.4099384859608
253,2987.0863400202315
254,14071.956090649286
255,9190.563636642613
256,13061.487981612172
257,622.5917163701828
258,6120.582876708222
259,-1542.938157588408
260,-406.04853537480017
261,9385.284062308849
262,10955.378471099473
263,2780.431669687067
264,-170.25850479506244
265,3079.9580132459787
266,541.8611819609847
267,-893.8450209990939
268,824.1408542441039
269,4069.3297339337455
270,1671.315359586701
271,2053.0938817627994
272,4187.219205325893
273,4704.410237129903
274,1940.7885449183466
275,168.51926388512317
276,2036.8372047840867
277,483.8951125920446
278,3955.32417258897
279,5539.758511528717
280,1633.5974015185157
281,-77.15947638687094
282,2954.6813577642856
283,1011.0238899314702
284,-87.66104123190382
285,11720.665407528842
286,-634.9786609381839
287,9783.717808233072
288,12190.102971414806
289,752.2322562334627
290,-151.81726220783185
291,-500.80509456069797
292,1610.5617367187006
293,3137.96755541721
294,5869.110831749471
295,1973.2433666255165
296,8941.147692646586
297,4342.52220608656
298,3819.550875257408
299,2112.370494445227
300,2188.163019779294
301,-69.42951622334922
302,602.9034701533792
303,3710.5513065871146
304,7215.1644771966
305,11646.219692070714
306,5036.640708692812
307,4776.685968271617
308,663.2823146840456
309,6278.580369379288
310,2476.1341548600867
311,-76.82050087752128
312,4009.798765510543
313,3805.288178376754
314,4428.397572725384
315,2310.1122695963236
316,6233.210612185812
317,18997.514510450957
318,10977.763082520494
319,2256.8496062490203
320,8715.672958454565
321,6198.355256934732
322,8990.115708122656
323,1242.0440974232788
324,-562.1798779277465
325,14008.636234674479
326,1858.089390349383
327,1171.554491089699
328,3044.766973964295
329,984.05412419547
330,2180.8682176134357
331,1322.917143486623
332,178.99554292222177
333,-26.69308315216123
334,2743.5376435764665
335,-219.94492107607525
336,895.5808432960463
337,786.499814564294
338,3684.958955858848
339,4873.432830130636
340,8611.89018707112
341,9379.456993712169
342,-108.0551858733006
343,2315.0022704420985
344,2146.03284872946
345,4305.3589160395895
346,2767.1085000114044
347,1531.6226670149708
348,9510.898290541374
349,11600.263142089329
350,8330.805444425388
351,2992.042014373146
352,2168.4562402557835
353,2342.2991033438143
354,1671.9432702499505
355,3387.798557272099
356,1333.2667027052225
357,3420.158960648097
358,4233.518037849912
359,3063.225591545191
360,-179.78391963159712
361,16.652630970671396
362,2560.227542905162
363,19.949523403707985
364,-160.46028453857016
365,5311.704104648832
366,-872.0494495889163
367,559.4129588680773
368,2447.3313065877587
369,3132.4236041520007
370,370.48640785067283
371,2511.6133310902896
372,-951.3687253436951
373,1575.2895405948611
374,1065.92334956568
375,6042.892073501696
376,-30.845542357317676
377,-252.6273790345196
378,5418.095884943754
379,4881.046241483469
380,1239.5206788445691
381,2321.6677158809634
382,14312.6079890253
383,-40.65915655924266
384,193.5882510167649
385,-243.28776749811522
386,7677.887891612896
387,339.8192884818053
388,5329.849751571925
389,6988.907034995251
390,1609.084272497301
391,14795.700096049817
392,9268.856827144753
393,4230.365861848044
394,1447.691105497536
395,2092.8965792805375
396,6202.264234155551
397,2144.607687078488
398,2655.101713644144
399,2351.0326099166105
400,2301.8749777904
401,1975.6496052181037
402,3029.9191934191826
403,1390.8461511558944
404,-265.96291504088356
405,1948.7875076781515
406,-47.39614120002318
407,1065.0221264222905
408,-421.4305533059061
409,6474.048364844797
410,6412.007773099602
411,789.1928577440884
412,-364.15341510058465
413,2075.861068523302
414,13685.052960028243
415,4374.8872400178225
416,1252.214497559896
417,2390.3469870429267
418,1872.8489052090717
419,4594.34398360735
420,644.7074701686126
421,-954.5156535596724
422,6156.67436278027
423,7461.230150414565
424,2604.736196486979
425,4528.40939927338
426,4574.824254877309
427,2398.055765416697
428,2198.7934814512873
429,662.381813613111
430,340.24417662813386
431,113.02383800494695
432,5074.193315422999
433,498.5045158059943
434,6304.7361052973065
435,2551.2322630684357
436,158.99618545182292
437,2030.228000422178
438,5636.302152711889
439,1132.7343079977682
440,6274.387061230553
441,4954.544401879581
442,-830.802808222348
443,3060.6862677969802
444,2647.3880161662587
445,2021.1241531593928
446,1130.1296108999518
447,14852.8607296042
448,2747.848598596086
449,424.9084522586861
450,1039.6902432162328
451,9830.253855338313
452,-305.1231817366557
453,-1115.9591307443934
454,6443.8487143251095
455,5504.517849477612
456,619.386303557837
457,5145.542754916889
458,4970.931208605529
459,592.3340019339853
460,2653.1663664939965
461,2211.4378671500267
462,133.33343843283728
463,6369.620361727286
464,11359.649803921298
465,4139.128855301507
466,6359.717442601073
467,3251.4481924318875
468,-588.876668259719
469,-1404.3294938427587
470,5897.686185055361
471,10274.043538009973
472,7840.022964982383
473,13867.283168288615
474,2233.7020546744425
475,6642.857333433089
476,5869.005448845866
477,2567.3300334419864
478,903.5210087837474
479,9463.43143021333
480,2630.8935226372187
481,5527.070916274606
482,274.56310692123566
483,36.21818028526813
