id,price
0,3875.4
1,3875.4
2,3875.4
3,3875.4
4,1432.0
5,1432.0
6,2318.4
7,1631.4
8,1631.4
9,3865.6
10,1686.2
11,1635.6
12,3857.4
13,4128.4
14,5081.0
15,5169.6
16,4362.0
17,4348.6
18,5011.0
19,5815.6
20,6153.4
21,4398.0
22,3887.2
23,5098.2
24,2810.8
25,3091.2
26,2209.0
27,2407.0
28,2407.0
29,2407.0
30,2407.0
31,1960.6
32,3828.0
33,1981.8
34,2694.4
35,5716.6
36,3102.8
37,2808.4
38,2911.4
39,3838.8
40,3931.6
41,3931.6
42,3545.6
43,2600.6
44,3558.2
45,2401.0
46,2966.6
47,2670.0
48,4307.8
49,4112.4
50,3702.4
51,4535.4
52,5816.0
53,5843.4
54,3102.2
55,2109.0
56,2957.0
57,2750.8
58,2807.6
59,2181.8
60,2880.4
61,5038.4
62,4573.4
63,5249.8
64,4945.8
65,3114.2
66,3357.2
67,3357.2
68,2589.2
69,3692.0
70,5280.8
71,4611.4
72,4611.4
73,4375.8
74,4375.8
75,3137.4
76,6999.0
77,5684.4
78,6095.6
79,6883.2
80,8779.4
81,8571.4
82,8423.0
83,4938.0
84,4938.0
85,4938.0
86,2781.8
87,1958.6
88,1958.6
89,1958.6
90,1164.2
91,3694.2
92,4330.4
93,4330.4
94,1816.0
95,4167.8
96,6457.2
97,5914.6
98,2999.6
99,7592.8
100,5052.6
101,6134.2
102,6134.2
103,4054.0
104,6806.0
105,2702.4
106,3865.0
107,2848.4
108,3454.4
109,2706.8
110,3316.2
111,3699.8
112,2553.0
113,2634.8
114,3819.8
115,3904.8
116,3819.8
117,3178.2
118,3178.2
119,3790.6
120,3117.0
121,3010.0
122,3010.0
123,1472.4
124,1449.4
125,1349.0
126,1462.0
127,1903.8
128,2310.4
129,1824.8
130,2964.8
131,2839.0
132,2707.2
133,2821.0
134,1549.2
135,2543.2
136,3154.0
137,3996.2
138,4382.0
139,4713.4
140,4774.6
141,4774.6
142,5651.8
143,5651.8
144,5840.4
145,4516.6
146,5451.8
147,5451.8
148,4315.8
149,3842.8
150,4663.0
151,4027.0
152,4243.4
153,2632.4
154,2024.4
155,3155.6
156,2703.2
157,3029.4
158,2577.0
159,3687.8
160,2871.8
161,4255.0
162,3338.0
163,4264.6
164,4419.8
165,4419.8
166,4946.6
167,4946.6
168,5058.6
169,4121.0
170,2552.6
171,3467.6
172,3566.0
173,2488.2
174,2168.8
175,1851.4
176,2687.8
177,2654.4
178,2654.4
179,3185.0
180,5621.6
181,4002.4
182,5884.2
183,4143.8
184,6090.8
185,6090.8
186,3572.4
187,4147.6
188,3700.6
189,3700.6
190,3700.6
191,3795.0
192,2562.4
193,4639.8
194,3918.8
195,2821.4
196,4111.8
197,4282.8
198,4860.6
199,4860.6
200,6307.8
201,5351.8
202,5351.8
203,4896.8
204,5187.6
205,5150.8
206,4160.4
207,8099.6
208,4174.6
209,3268.8
210,5675.6
211,1893.0
212,2609.2
213,2704.4
214,2609.2
215,4512.4
216,3981.2
217,3389.8
218,6483.8
219,4001.2
220,5727.8
221,5469.2
222,2240.0
223,5637.8
224,3380.6
225,3971.8
226,2029.6
227,3067.0
228,2990.4
229,2061.4
230,2116.4
231,3639.8
232,2218.0
233,2067.0
234,2386.4
235,2005.0
236,2757.6
237,2101.0
238,2719.0
239,4019.8
240,3488.2
241,7387.0
242,7387.0
243,7870.0
244,6358.2
245,7539.4
246,7539.4
247,4913.0
248,4912.0
249,4889.8
250,2375.0
251,1192.8
252,3271.4
253,3271.4
254,2801.4
255,4639.8
256,3486.8
257,4895.4
258,5092.8
259,5092.8
260,3228.8
261,3861.2
262,5555.4
263,5555.4
264,4494.8
265,4865.2
266,4497.4
267,4639.4
268,4867.8
269,4011.2
270,4011.2
271,4867.8
272,4334.8
273,2625.6
274,2087.6
275,2569.0
276,1812.6
277,2420.6
278,2366.2
279,2392.2
280,2173.4
281,2104.2
282,2346.4
283,1753.6
284,1895.2
285,1517.2
286,1972.4
287,2443.0
288,4665.6
289,4665.6
290,4417.2
291,3076.2
292,4937.6
293,5616.0
294,7560.8
295,8539.0
296,7018.8
297,5722.4
298,5000.8
299,5608.2
300,6381.4
301,4321.2
302,4974.0
303,3486.4
304,3518.8
305,3305.4
306,3305.4
307,4366.6
308,4366.6
309,4366.6
310,2946.0
311,2946.0
312,3695.8
313,3242.2
314,4873.0
315,4873.0
316,4202.8
317,4202.8
318,4202.8
319,4212.4
320,4212.4
321,4212.4
322,4040.2
323,4040.2
324,6156.8
325,6156.8
326,4895.4
327,5936.4
328,6611.2
329,4982.4
330,6314.4
331,6314.4
332,5499.6
333,5912.2
334,8240.0
335,4406.0
336,4354.0
337,4354.0
338,4354.0
339,6346.2
340,6702.4
341,6338.6
342,5633.8
343,6452.2
344,4036.2
345,3746.2
346,4599.0
347,4599.0
348,5067.4
349,3667.2
350,6735.6
351,6595.6
352,3548.4
353,2928.8
354,3250.2
355,2840.8
356,2558.2
357,2921.4
358,2336.4
359,2244.8
360,1889.4
361,4512.4
362,2382.4
363,1316.8
364,1316.8
365,4157.0
366,1316.8
367,5004.4
368,4323.2
369,3913.2
370,3913.2
371,3790.8
372,3115.6
373,3790.8
374,3022.6
375,3022.6
376,3231.8
377,3667.2
378,5981.2
379,3782.0
380,3782.0
381,6910.6
382,9109.8
383,3808.6
384,8043.8
385,2126.4
386,10738.6
387,3450.0
388,6625.4
389,4802.8
390,2462.4
391,5918.2
392,6863.8
393,6022.2
394,6022.2
395,3445.4
396,3445.4
